"";"filename";"X3rd.Party.Name";"Attributes";"AttributesPublic";"AttributesStatic";"BaseTags";"Classes";"Comments.Loc";"ConsoleOutput";"CtorsMax";"CtorsMaxName";"EmptyCatches";"EmptyOrNoCatch";"F.Args";"F.Args.Name";"F.GodFnRloc";"F.Mccc";"F.Mccc.Name";"F.Mccc.1.F.RLoc";"F.Mccc.1.F.RLoc.Name";"F.Nl";"F.Nl.Name";"F.RLoc";"F.RLoc.Name";"F.RLoc10.";"F.RLoc100.";"F.RLoc20.";"F.RLoc200.";"F.RLoc50.";"FriendClasses";"Functions";"FunctionsPub";"FunctionsUncommented";"Hacks";"Includes";"IsGenerated";"Lines140.";"Loc";"Loc.Comment";"Loc.Outcommented";"Mccc";"Nl";"Nl0.";"Nl1.";"Nl1..";"Nl1.Mean";"Nl10.";"Nl10..";"Nl10.Mean";"Nl2.";"Nl2..";"Nl2.Mean";"Nl3.";"Nl3..";"Nl3.Mean";"NL4";"Nl4..";"Nl4.Mean";"Nl5.";"Nl5..";"Nl5.Mean";"NL6";"Nl6..";"Nl6.Mean";"Nl7.";"Nl7..";"Nl7.Mean";"Nl8.";"Nl8..";"Nl8.Mean";"Nl9.";"Nl9..";"Nl9.Mean";"NlMean";"RLoc";"Templates";"TestsDisabled";"Todos";"Try.Nl";"Trys";"Trys.w.o.catch";"Uncommented.Complexity";"NL4.rel";"filetype"
"45";"solr/solrj/src/java/org/apache/solr/common/util/ObjectReleaseTracker.java";"Apache licensed";1;1;1;NA;2;"0.174603174603";0;0;"";0;0;1;"track, line 40";13;5;"tryClose, line 100";"0.307692307692";"tryClose, line 100";4;"tryClose, line 100";13;"tryClose, line 100";3;0;0;0;0;NA;6;6;0;0;14;NA;0;126;22;0;10;4;43;23;"0.53488372093";"2.13043478261";0;"0.0";"0";14;"0.325581395349";"2.85714285714";8;"0.186046511628";"3.5";4;"0.093023255814";"4.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"1.13953488372";68;NA;0;0;1;3;0;0;0,0588235294117647;"java"
"46";"solr/solrj/src/java/org/apache/solr/common/util/SimpleOrderedMap.java";"Apache licensed";0;0;0;NA;1;"0.571428571429";0;4;"SimpleOrderedMap, line 39";0;0;1;"SimpleOrderedMap, line 45";NA;1;"";"0.0";"";0;"";3;"clone, line 65";0;0;0;0;0;NA;5;5;0;0;1;NA;1;70;40;0;1;0;7;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0";17;NA;0;0;0;0;0;0;0;"java"
"47";"solr/solrj/src/java/org/apache/solr/common/util/ExecutorUtil.java";"Apache licensed";1;0;1;NA;2;"0.222641509434";0;0;"";0;0;7;"MDCAwareThreadPoolExecutor, line 171";46;17;"execute, line 188";"0.5";"setServerThreadFlag, line 259";3;"execute, line 188";46;"execute, line 188";2;0;1;0;0;NA;15;14;1;0;17;NA;4;265;59;0;25;3;96;52;"0.541666666667";"1.65384615385";0;"0.0";"0";30;"0.3125";"2.13333333333";4;"0.0416666666667";"3.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.895833333333";143;NA;0;0;1;4;0;6;0;"java"
"48";"solr/solrj/src/java/org/apache/solr/common/cloud/ZkClientConnectionStrategy.java";"Apache licensed";7;0;0;NA;2;"0.165217391304";0;1;"ZkClientConnectionStrategy, line 34";0;0;3;"createSolrZooKeeper, line 103";NA;3;"setZkCredentialsToAddAutomatically, line 91";"0.666666666667";"setZkCredentialsToAddAutomatically, line 91";2;"disconnected, line 50";5;"disconnected, line 50";0;0;0;0;0;NA;9;4;0;0;10;NA;3;115;19;0;6;2;23;9;"0.391304347826";"1.44444444444";0;"0.0";"0";4;"0.173913043478";"2.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.565217391304";57;NA;0;0;1;2;0;0;0;"java"
"49";"solr/solrj/src/java/org/apache/solr/common/cloud/CompositeIdRouter.java";"Apache licensed";7;0;0;NA;2;"0.177914110429";0;0;"";0;0;4;"sliceHash, line 45";42;13;"KeyParser, line 189";"0.666666666667";"getNumBits, line 298";4;"KeyParser, line 189";42;"KeyParser, line 189";5;0;2;0;0;NA;12;6;4;0;8;NA;0;326;58;0;51;4;154;72;"0.467532467532";"1.44444444444";0;"0.0";"0";22;"0.142857142857";"2.45454545455";9;"0.0584415584416";"3.11111111111";1;"0.00649350649351";"4.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.675324675325";190;NA;0;1;0;0;0;0;0,00526315789473684;"java"
"50";"solr/solrj/src/java/org/apache/solr/common/cloud/DefaultZkCredentialsProvider.java";"Apache licensed";1;0;0;NA;1;"0.4";0;0;"";0;0;0;"";NA;3;"getCredentials, line 27";"0.5";"getCredentials, line 27";2;"getCredentials, line 27";4;"getCredentials, line 27";0;0;0;0;0;NA;2;1;0;0;2;NA;0;40;16;0;3;2;5;2;"0.4";"1.5";0;"0.0";"0";1;"0.2";"2.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.6";13;NA;0;0;0;0;0;0;0;"java"
"51";"solr/solrj/src/java/org/apache/solr/common/cloud/SolrZooKeeper.java";"Apache licensed";0;0;0;NA;1;"0.27027027027";0;1;"SolrZooKeeper, line 35";1;2;3;"SolrZooKeeper, line 41";NA;3;"close, line 95";"0.666666666667";"close, line 95";6;"closeCnxn, line 55";26;"closeCnxn, line 55";1;0;1;0;0;NA;5;4;0;0;13;NA;0;111;30;8;4;6;32;24;"0.75";"3.04166666667";0;"0.0";"0";19;"0.59375";"3.57894736842";14;"0.4375";"4.14285714286";10;"0.3125";"4.6";5;"0.15625";"5.2";1;"0.03125";"6.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"2.28125";55;NA;0;0;2;3;1;0;0,181818181818182;"java"
"52";"solr/solrj/src/java/org/apache/solr/common/cloud/ZooKeeperException.java";"Apache licensed";0;0;0;NA;1;"0.516129032258";0;2;"ZooKeeperException, line 21";0;0;3;"ZooKeeperException, line 23";NA;1;"";"0.0";"";0;"";1;"ZooKeeperException, line 23";0;0;0;0;0;NA;2;2;0;0;1;NA;0;31;16;0;1;0;2;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0";7;NA;0;0;0;0;0;0;0;"java"
"53";"solr/solrj/src/java/org/apache/solr/common/cloud/VMParamsSingleSetCredentialsDigestZkCredentialsProvider.java";"Apache licensed";0;0;0;NA;1;"0.271186440678";0;2;"VMParamsSingleSetCredentialsDigestZkCredentialsProvider, line 26";0;0;2;"VMParamsSingleSetCredentialsDigestZkCredentialsProvider, line 38";NA;3;"createCredentials, line 44";"0.222222222222";"createCredentials, line 44";2;"createCredentials, line 44";9;"createCredentials, line 44";0;0;0;0;0;NA;3;2;0;0;5;NA;0;59;16;0;3;2;12;4;"0.333333333333";"1.5";0;"0.0";"0";2;"0.166666666667";"2.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.5";27;NA;0;0;1;1;0;0;0;"java"
"54";"solr/solrj/src/java/org/apache/solr/common/cloud/ZkCredentialsProvider.java";"Apache licensed";2;0;0;NA;1;"0.363636363636";0;1;"ZkCredentials, line 23";0;0;2;"ZkCredentials, line 27";NA;1;"";"0.0";"";0;"";3;"ZkCredentials, line 27";0;0;0;0;0;NA;3;2;0;0;1;NA;0;44;16;0;1;0;5;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0";15;NA;0;0;0;0;0;0;0;"java"
"55";"solr/solrj/src/java/org/apache/solr/common/cloud/ZkConfigManager.java";"Apache licensed";0;0;0;NA;1;"0.395454545455";0;1;"ZkConfigManager, line 37";0;0;3;"uploadConfigDir, line 76";16;4;"copyConfigDirFromZk, line 135";"0.230769230769";"getConfigsetPath, line 192";3;"copyConfigDirFromZk, line 135";16;"copyConfigDirFromZk, line 135";2;0;0;0;0;NA;11;10;0;0;13;NA;0;220;87;0;7;3;51;26;"0.509803921569";"1.65384615385";0;"0.0";"0";10;"0.196078431373";"2.7";7;"0.137254901961";"3.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.843137254902";82;NA;0;0;1;4;0;0;0;"java"
"56";"solr/solrj/src/java/org/apache/solr/common/cloud/ClusterStateUtil.java";"Apache licensed";0;0;0;NA;1;"0.223880597015";0;0;"";0;0;5;"waitToSeeLiveReplica, line 123";30;12;"waitForAllActiveAndLiveReplicas, line 59";"0.4";"getLiveAndActiveReplicaCount, line 219";7;"waitForAllActiveAndLiveReplicas, line 59";30;"waitForAllActiveAndLiveReplicas, line 59";5;0;3;0;0;NA;8;8;1;0;9;NA;0;268;60;0;39;7;116;86;"0.741379310345";"3.06976744186";0;"0.0";"0";71;"0.612068965517";"3.50704225352";50;"0.431034482759";"4.14";28;"0.241379310345";"5.03571428571";18;"0.155172413793";"5.61111111111";9;"0.0775862068966";"6.22222222222";2;"0.0172413793103";"7.0";0;"0.0";"0";0;"0.0";"0";"2.27586206897";142;NA;0;0;1;4;0;0;0,197183098591549;"java"
"57";"solr/solrj/src/java/org/apache/solr/common/cloud/PlainIdRouter.java";"Apache licensed";0;0;0;NA;1;"0.727272727273";0;0;"";0;0;NA;"";NA;NA;"";"";"";NA;"";NA;"";0;0;0;0;0;NA;0;0;0;0;0;NA;0;22;16;0;1;NA;0;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0";3;NA;0;0;0;0;0;0;0;"java"
"58";"solr/solrj/src/java/org/apache/solr/common/cloud/ZkOperation.java";"Apache licensed";1;0;0;NA;1;"0.757575757576";0;0;"";0;0;NA;"";NA;NA;"";"";"";NA;"";NA;"";0;0;0;0;0;NA;0;0;0;0;1;NA;0;33;25;0;1;NA;0;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0";4;NA;0;0;0;0;0;0;0;"java"
"59";"solr/solrj/src/java/org/apache/solr/common/cloud/Replica.java";"Apache licensed";0;0;0;NA;1;"0.416058394161";0;1;"Replica, line 28";0;0;2;"Replica, line 91";NA;2;"getState, line 82";"1.0";"getState, line 82";1;"Replica, line 91";8;"Replica, line 91";0;0;0;0;0;NA;11;11;0;0;6;NA;0;137;57;0;4;1;18;3;"0.166666666667";"1.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.166666666667";47;NA;0;0;0;0;0;0;0;"java"
"60";"solr/solrj/src/java/org/apache/solr/common/cloud/ZkStateReader.java";"Apache licensed";13;0;0;NA;9;"0.167385057471";0;3;"ZkStateReader, line 65";0;1;5;"getReplicaProps, line 780";NA;12;"getReplicaProps, line 780";"0.666666666667";"getLeader, line 719";5;"createClusterStateWatchersAndUpdate, line 367";43;"createClusterStateWatchersAndUpdate, line 367";23;0;9;0;0;NA;67;53;7;0;43;NA;0;1392;233;0;118;5;561;362;"0.645276292335";"1.82596685083";0;"0.0";"0";176;"0.313725490196";"2.69886363636";85;"0.151515151515";"3.44705882353";30;"0.0534759358289";"4.26666666667";8;"0.0142602495544";"5.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"1.17825311943";776;NA;0;1;2;20;1;1;0,038659793814433;"java"
"61";"solr/solrj/src/java/org/apache/solr/common/cloud/DocCollection.java";"Apache licensed";0;0;0;NA;1;"0.191358024691";0;2;"DocCollection, line 41";0;0;6;"DocCollection, line 73";NA;9;"DocCollection, line 73";"1.0";"getStateFormat, line 207";2;"DocCollection, line 73";23;"DocCollection, line 73";4;0;1;0;0;NA;29;28;1;0;16;NA;0;324;62;0;34;2;106;37;"0.349056603774";"1.24324324324";0;"0.0";"0";9;"0.0849056603774";"2.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.433962264151";174;NA;0;0;0;0;0;0;0;"java"
"63";"solr/solrj/src/java/org/apache/solr/common/cloud/BeforeReconnect.java";"Apache licensed";0;0;0;NA;0;"0.761904761905";0;NA;"";0;0;NA;"";NA;NA;"";"";"";NA;"";NA;"";0;0;0;0;0;NA;0;0;0;0;0;NA;0;21;16;0;1;NA;0;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0";3;NA;0;0;0;0;0;0;0;"java"
"64";"solr/solrj/src/java/org/apache/solr/common/cloud/ZkMaintenanceUtils.java";"Apache licensed";4;0;0;NA;2;"0.203804347826";0;1;"ZkMaintenanceUtils, line 41";0;0;6;"zkTransfer, line 101";28;15;"zkTransfer, line 101";"0.5";"zkTransfer, line 101";4;"clean, line 214";28;"zkTransfer, line 101";5;0;2;0;0;NA;15;11;0;0;15;NA;3;368;75;0;48;4;147;88;"0.598639455782";"1.64772727273";0;"0.0";"0";39;"0.265306122449";"2.46153846154";16;"0.108843537415";"3.125";2;"0.0136054421769";"4.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.986394557823";195;NA;0;0;2;5;0;0;0,0102564102564103;"java"
"65";"solr/solrj/src/java/org/apache/solr/common/cloud/ClusterState.java";"Apache licensed";1;0;0;NA;2;"0.286315789474";0;2;"ClusterState, line 40";0;0;4;"load, line 319";NA;10;"equals, line 414";"0.818181818182";"equals, line 414";4;"getShardId, line 269";20;"collectionFromObjects, line 346";3;0;1;0;0;NA;37;34;2;0;14;NA;0;475;136;1;50;4;152;43;"0.282894736842";"1.37209302326";0;"0.0";"0";10;"0.0657894736842";"2.6";5;"0.0328947368421";"3.2";1;"0.00657894736842";"4.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.388157894737";225;NA;0;2;0;0;0;0;0,00444444444444444;"java"
"66";"solr/solrj/src/java/org/apache/solr/common/cloud/CollectionStatePredicate.java";"Apache licensed";0;0;0;NA;0;"0.738095238095";0;NA;"";0;0;NA;"";NA;NA;"";"";"";NA;"";NA;"";0;0;0;0;0;NA;0;0;0;0;2;NA;0;42;31;0;1;NA;0;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0";5;NA;0;0;0;0;0;0;0;"java"
"67";"solr/solrj/src/java/org/apache/solr/common/cloud/HashBasedRouter.java";"Apache licensed";0;0;0;NA;1;"0.2625";0;0;"";0;0;5;"getTargetSlice, line 30";NA;4;"hashToSlice, line 59";"0.75";"hashToSlice, line 59";1;"getTargetSlice, line 30";7;"getTargetSlice, line 30";0;0;0;0;0;NA;6;4;0;0;6;NA;1;80;21;0;11;1;23;6;"0.260869565217";"1.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.260869565217";40;NA;0;1;0;0;0;0;0;"java"
"68";"solr/solrj/src/java/org/apache/solr/common/cloud/ZkACLProvider.java";"Apache licensed";0;0;0;NA;0;"0.592592592593";0;NA;"";0;0;NA;"";NA;NA;"";"";"";NA;"";NA;"";0;0;0;0;0;NA;0;0;0;0;2;NA;0;27;16;0;1;NA;0;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0";5;NA;0;0;0;0;0;0;0;"java"
"69";"solr/solrj/src/java/org/apache/solr/common/cloud/DocRouter.java";"Apache licensed";3;0;0;NA;2;"0.216589861751";0;0;"";0;0;3;"getSearchSlices, line 203";NA;4;"getRouterSpec, line 58";"2.0";"overlaps, line 106";2;"getRouterSpec, line 58";16;"partitionRange, line 158";1;0;0;0;0;NA;16;15;0;0;14;NA;1;217;47;0;21;2;58;10;"0.172413793103";"1.2";0;"0.0";"0";2;"0.0344827586207";"2.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.206896551724";111;NA;0;1;0;0;0;0;0;"java"
"70";"solr/solrj/src/java/org/apache/solr/common/cloud/SecurityAwareZkACLProvider.java";"Apache licensed";2;0;0;NA;1;"0.341772151899";0;0;"";0;0;1;"getACLsToAdd, line 36";NA;4;"isSecurityZNodePath, line 44";"0.75";"isSecurityZNodePath, line 44";2;"getNonSecurityACLsToAdd, line 62";4;"getACLsToAdd, line 36";0;0;0;0;0;NA;4;1;0;0;2;NA;0;79;27;0;9;2;16;7;"0.4375";"1.28571428571";0;"0.0";"0";2;"0.125";"2.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.5625";30;NA;0;0;0;0;0;0;0;"java"
"71";"solr/solrj/src/java/org/apache/solr/common/cloud/SaslZkACLProvider.java";"Apache licensed";1;0;1;NA;1;"0.450980392157";0;0;"";0;0;0;"";NA;1;"";"0.0";"";0;"";4;"createNonSecurityACLsToAdd, line 38";0;0;0;0;0;NA;2;0;0;0;5;NA;0;51;23;0;1;0;7;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0";19;NA;0;0;0;0;0;0;0;"java"
"72";"solr/solrj/src/java/org/apache/solr/common/cloud/ImplicitDocRouter.java";"Apache licensed";0;0;0;NA;1;"0.224489795918";0;0;"";0;0;5;"getTargetSlice, line 35";21;10;"getTargetSlice, line 35";"0.428571428571";"getTargetSlice, line 35";3;"getTargetSlice, line 35";21;"getTargetSlice, line 35";1;0;1;0;0;NA;4;4;1;0;7;NA;1;98;22;0;12;3;29;16;"0.551724137931";"1.5";0;"0.0";"0";7;"0.241379310345";"2.14285714286";1;"0.0344827586207";"3.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.827586206897";47;NA;0;1;0;0;0;0;0;"java"
"73";"solr/solrj/src/java/org/apache/solr/common/cloud/ZkCoreNodeProps.java";"Apache licensed";1;0;0;NA;1;"0.219178082192";0;1;"ZkCoreNodeProps, line 19";0;0;2;"getCoreUrl, line 50";NA;3;"getCoreUrl, line 50";"0.333333333333";"getCoreUrl, line 50";0;"";6;"getCoreUrl, line 50";0;0;0;0;0;NA;11;11;0;0;0;NA;0;73;16;0;3;0;16;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0";31;NA;0;0;0;0;0;0;0;"java"
"74";"solr/solrj/src/java/org/apache/solr/common/cloud/RoutingRule.java";"Apache licensed";0;0;0;NA;1;"0.246753246753";0;1;"RoutingRule, line 29";0;0;2;"RoutingRule, line 35";NA;4;"RoutingRule, line 35";"0.272727272727";"RoutingRule, line 35";2;"RoutingRule, line 35";11;"RoutingRule, line 35";1;0;0;0;0;NA;7;7;0;0;5;NA;0;77;19;0;4;2;17;4;"0.235294117647";"1.25";0;"0.0";"0";1;"0.0588235294118";"2.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.294117647059";38;NA;0;0;0;0;0;0;0;"java"
"75";"solr/solrj/src/java/org/apache/solr/common/cloud/ClusterProperties.java";"Apache licensed";0;0;0;NA;1;"0.380952380952";0;1;"ClusterProperties, line 38";0;0;2;"getClusterProperty, line 58";24;7;"setClusterProperty, line 88";"0.25";"getClusterProperty, line 58";5;"setClusterProperty, line 88";24;"setClusterProperty, line 88";1;0;1;0;0;NA;4;4;0;0;9;NA;0;126;48;0;8;5;35;25;"0.714285714286";"2.52";0;"0.0";"0";16;"0.457142857143";"3.375";12;"0.342857142857";"3.83333333333";6;"0.171428571429";"4.66666666667";4;"0.114285714286";"5.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"1.8";54;NA;0;0;1;2;0;0;0,111111111111111;"java"
"76";"solr/solrj/src/java/org/apache/solr/common/cloud/VMParamsAllAndReadonlyDigestZkACLProvider.java";"Apache licensed";0;0;0;NA;1;"0.239316239316";0;2;"VMParamsAllAndReadonlyDigestZkACLProvider, line 29";0;0;5;"createACLsToAdd, line 86";12;7;"createACLsToAdd, line 86";"0.5";"createACLsToAdd, line 86";3;"createACLsToAdd, line 86";12;"createACLsToAdd, line 86";1;0;0;0;0;NA;6;2;1;0;8;NA;2;117;28;0;7;3;30;10;"0.333333333333";"1.5";0;"0.0";"0";4;"0.133333333333";"2.25";1;"0.0333333333333";"3.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.5";57;NA;0;0;1;1;0;0;0;"java"
"77";"solr/solrj/src/java/org/apache/solr/common/cloud/ZkCmdExecutor.java";"Apache licensed";3;0;0;NA;1;"0.30701754386";0;1;"ZkCmdExecutor, line 24";1;1;5;"ensureExists, line 90";13;5;"retryOperation, line 55";"0.307692307692";"retryOperation, line 55";3;"retryOperation, line 55";13;"retryOperation, line 55";1;0;0;0;0;NA;9;8;0;0;3;NA;1;114;35;0;6;3;26;12;"0.461538461538";"2.0";0;"0.0";"0";8;"0.307692307692";"2.5";4;"0.153846153846";"3.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.923076923077";46;NA;0;1;1;2;0;0;0;"java"
"78";"solr/solrj/src/java/org/apache/solr/common/cloud/ZkNodeProps.java";"Apache licensed";0;0;0;NA;1;"0.364779874214";0;2;"ZkNodeProps, line 31";0;0;2;"plus, line 44";NA;3;"plus, line 48";"1.0";"equals, line 156";0;"";4;"plus, line 48";0;0;0;0;0;NA;18;18;0;0;7;NA;0;159;58;5;8;0;27;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0";58;NA;0;1;0;0;0;0;0;"java"
"79";"solr/solrj/src/java/org/apache/solr/common/cloud/ConnectionManager.java";"Apache licensed";7;0;0;NA;2;"0.106870229008";0;1;"ConnectionManager, line 35";0;0;6;"ConnectionManager, line 81";57;12;"process, line 106";"1.0";"isLikelyExpired, line 73";6;"process, line 106";57;"process, line 106";2;0;1;0;1;NA;13;6;1;0;12;NA;2;262;28;0;24;6;111;69;"0.621621621622";"2.59420289855";0;"0.0";"0";36;"0.324324324324";"4.05555555556";28;"0.252252252252";"4.64285714286";19;"0.171171171171";"5.42105263158";17;"0.153153153153";"5.58823529412";10;"0.0900900900901";"6.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"1.61261261261";160;NA;0;0;2;7;0;0;0,11875;"java"
"80";"solr/solrj/src/java/org/apache/solr/common/cloud/Slice.java";"Apache licensed";0;0;0;NA;1;"0.276363636364";0;1;"Slice, line 36";0;0;3;"Slice, line 128";35;11;"Slice, line 128";"0.666666666667";"findLeader, line 203";3;"Slice, line 128";35;"Slice, line 128";3;0;1;0;0;NA;20;18;0;0;12;NA;2;275;76;2;20;3;76;30;"0.394736842105";"1.5";0;"0.0";"0";11;"0.144736842105";"2.36363636364";4;"0.0526315789474";"3.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.592105263158";132;NA;0;0;0;0;0;0;0;"java"
"81";"solr/solrj/src/java/org/apache/solr/common/cloud/OnReconnect.java";"Apache licensed";0;0;0;NA;0;"0.821428571429";0;NA;"";0;0;NA;"";NA;NA;"";"";"";NA;"";NA;"";0;0;0;0;0;NA;0;0;0;0;0;NA;0;28;23;0;1;NA;0;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0";3;NA;0;0;0;0;0;0;0;"java"
"82";"solr/solrj/src/java/org/apache/solr/common/cloud/SolrZkClient.java";"Apache licensed";8;0;0;NA;1;"0.203636363636";1;8;"SolrZkClient, line 66";1;3;7;"SolrZkClient, line 124";NA;14;"makePath, line 493";"1.0";"isConnected, line 235";6;"makePath, line 493";45;"SolrZkClient, line 124";5;0;3;0;0;NA;60;53;2;0;39;NA;1;825;168;0;48;6;291;175;"0.601374570447";"1.97142857143";0;"0.0";"0";101;"0.347079037801";"2.68316831683";46;"0.158075601375";"3.5";16;"0.0549828178694";"4.4375";5;"0.0171821305842";"5.4";2;"0.00687285223368";"6.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"1.18556701031";437;NA;0;2;2;15;2;0;0,0366132723112128;"java"
"83";"solr/solrj/src/java/org/apache/solr/common/cloud/Aliases.java";"Apache licensed";1;0;0;NA;1;"0.258064516129";0;2;"Aliases, line 23";0;0;1;"Aliases, line 27";NA;2;"getCollectionAliasMap, line 35";"0.333333333333";"getCollectionAliasMap, line 35";0;"";3;"getCollectionAliasMap, line 35";0;0;0;0;0;NA;7;7;0;0;3;NA;0;62;16;0;4;0;13;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0";27;NA;0;0;0;0;0;0;0;"java"
"84";"solr/solrj/src/java/org/apache/solr/common/cloud/DefaultConnectionStrategy.java";"Apache licensed";0;0;0;NA;1;"0.253333333333";0;0;"";0;1;4;"connect, line 36";17;2;"reconnect, line 50";"0.125";"connect, line 36";3;"reconnect, line 50";17;"reconnect, line 50";1;0;0;0;0;NA;2;2;0;0;7;NA;1;75;19;0;3;3;25;15;"0.6";"1.46666666667";0;"0.0";"0";5;"0.2";"2.4";2;"0.08";"3.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.88";40;NA;0;1;1;3;1;0;0;"java"
